cluster,genomes_present,family_type,gene,product,go_function,ontology_term
GCF_000801165.1|WP_000447335.1,11,Core,,sugar ABC transporter ATP-binding protein,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","GO:0005524,GO:0016887,GO:0042626,GO:0140359"
GCF_000801165.1|WP_000450524.1,3,Accessory,vapB,toxin-antitoxin system antitoxin VapB,,
GCF_000801165.1|WP_000476143.1,9,Accessory,ydbD,DUF2773 domain-containing bactofilin,,
GCF_000801165.1|WP_000482663.1,11,Core,,flotillin family protein,,"GO:0016020,GO:0016600"
GCF_000801165.1|WP_000511287.1,8,Accessory,yidI,protein YidI,,
GCF_000801165.1|WP_000513743.1,11,Core,,DUF1869 domain-containing protein,,
GCF_000801165.1|WP_000528869.1,3,Accessory,,RNA ligase RtcB family protein,RNA ligase activity|0008452||IEA,"GO:0006396,GO:0008452"
GCF_000801165.1|WP_000543899.1,11,Core,yafL,C40 family peptidase,"peptidase activity|0008233||IEA,cysteine-type peptidase activity|0008234||IEA,hydrolase activity|0016787||IEA","GO:0000270,GO:0006508,GO:0008233,GO:0008234,GO:0016787"
GCF_000801165.1|WP_000545042.1,11,Core,nuoE,NADH-quinone oxidoreductase subunit NuoE,oxidoreductase activity|0016491||IEA,GO:0016491
GCF_000801165.1|WP_000548537.1,5,Accessory,,DUF1382 family protein,,
GCF_000801165.1|WP_000549822.1,11,Core,,EutN/CcmL family microcompartment protein,,
GCF_000801165.1|WP_000553217.1,3,Accessory,,energy-coupling factor transporter transmembrane component T,,GO:0055085
GCF_000801165.1|WP_000556444.1,7,Accessory,,autotransporter outer membrane beta-barrel domain-containing protein,,
GCF_000801165.1|WP_000558030.1,6,Accessory,,sensor domain-containing diguanylate cyclase,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA","GO:0007165,GO:0005525,GO:0046872,GO:0052621"
GCF_000801165.1|WP_000562984.1,4,Accessory,,non-oxidative hydroxyarylic acid decarboxylases subunit D,,
GCF_000801165.1|WP_000573391.1,2,Accessory,,HK97-gp10 family putative phage morphogenesis protein,,
GCF_000801165.1|WP_000577184.1,11,Core,,GntR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0003677,GO:0003700"
GCF_000801165.1|WP_000587689.1,4,Accessory,,ParA family plasmid-partitioning AAA ATPase,,
GCF_000801165.1|WP_000597458.1,10,Accessory,ycjN,ABC transporter substrate-binding protein,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","GO:0042626,GO:0140359,GO:0055052"
GCF_000801165.1|WP_000598292.1,9,Accessory,ynfA,YnfA family protein,,GO:0016020
GCF_000801165.1|WP_000602112.1,3,Accessory,prfH,peptide chain release factor H,translation release factor activity|0003747||IEA,"GO:0006415,GO:0003747"
GCF_000801165.1|WP_000620097.1,8,Accessory,fliK,flagellar hook-length control protein FliK,,
GCF_000801165.1|WP_000622048.1,3,Accessory,pocR,transcriptional regulator PocR,"DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA","GO:0009236,GO:0051144,GO:0003700,GO:0043565"
GCF_000801165.1|WP_000627367.1,10,Accessory,ynbD,phosphatase PAP2/dual specificity phosphatase family protein,,
GCF_000801165.1|WP_000633220.1,11,Core,gspK,type II secretion system minor pseudopilin GspK,,"GO:0009306,GO:0016020"
GCF_000801165.1|WP_000636926.1,10,Accessory,yehK,protein YehK,,
GCF_000801165.1|WP_000639271.1,11,Core,yecE,DUF72 domain-containing protein,,
GCF_000801165.1|WP_000642925.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000647882.1,10,Accessory,yijF,DUF1287 domain-containing protein,,
GCF_000801165.1|WP_000651125.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000691056.1,11,Core,fimH,type 1 fimbria D-mannose specific adhesin FimH,,GO:0007155
GCF_000801165.1|WP_000694926.1,3,Accessory,lpfD,long polar fimbrial protein LpfD,,
GCF_000801165.1|WP_000699701.1,10,Accessory,wcaI,colanic acid biosynthesis fucosyltransferase WcaI,,
GCF_000801165.1|WP_000705001.1,11,Core,dgoD,galactonate dehydratase,galactonate dehydratase activity|0008869||IEA,"GO:0009063,GO:0008869"
GCF_000801165.1|WP_000705131.1,4,Accessory,,toxin YdaT family protein,,
GCF_000801165.1|WP_000712252.1,11,Core,eco,serine protease inhibitor ecotin,serine-type endopeptidase inhibitor activity|0004867||IEA,GO:0004867
GCF_000801165.1|WP_000717009.1,11,Core,yfaZ,YfaZ family outer membrane protein,,
GCF_000801165.1|WP_000723472.1,9,Accessory,ompL,porin OmpL,,
GCF_000801165.1|WP_000723506.1,7,Accessory,yfbL,M28 family metallopeptidase,,
GCF_000801165.1|WP_000729704.1,9,Accessory,dinJ,type II toxin-antitoxin system antitoxin DinJ,,
GCF_000801165.1|WP_000733707.1,11,Core,dhaK,dihydroxyacetone kinase subunit DhaK,glycerone kinase activity|0004371||IEA,"GO:0006071,GO:0004371"
GCF_000801165.1|WP_000742348.1,11,Core,gfcD,YjbH domain-containing protein,,
GCF_000801165.1|WP_000747328.1,5,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_000750284.1,10,Accessory,,fimbrial protein,,"GO:0007155,GO:0009289"
GCF_000801165.1|WP_000756356.1,11,Core,,long polar fimbria major subunit LpfA,,
GCF_000801165.1|WP_000756914.1,9,Accessory,ynjI,DUF1266 domain-containing protein,,
GCF_000801165.1|WP_000766900.1,10,Accessory,yieK,glucosamine-6-phosphate deaminase,glucosamine-6-phosphate deaminase activity|0004342||IEA,"GO:0006044,GO:0004342"
GCF_000801165.1|WP_000785707.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000788786.1,5,Accessory,,replication protein P,,GO:0006270
GCF_000801165.1|WP_000810250.1,11,Core,ycfT,acyltransferase family protein,,
GCF_000801165.1|WP_000826768.1,11,Core,hprS,two-component system sensor histidine kinase HprS,,
GCF_000801165.1|WP_000828483.1,9,Accessory,yidJ,sulfatase-like hydrolase/transferase,sulfuric ester hydrolase activity|0008484||IEA,GO:0008484
GCF_000801165.1|WP_000829192.1,2,Accessory,,HNH endonuclease,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA,zinc ion binding|0008270||IEA","GO:0003676,GO:0004519,GO:0008270"
GCF_000801165.1|WP_000849054.1,3,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_000850413.1,4,Accessory,traT,conjugal transfer complement resistance protein TraT,,
GCF_000801165.1|WP_000850544.1,10,Accessory,atoD,acetate CoA-transferase subunit alpha,,
GCF_000801165.1|WP_000853106.1,1,Singleton,,helix-turn-helix domain-containing protein,,
GCF_000801165.1|WP_000856729.1,2,Accessory,,DUF5375 domain-containing protein,,
GCF_000801165.1|WP_000857995.1,10,Accessory,ymgA,two-component-system connector protein YmgA,,
GCF_000801165.1|WP_000860259.1,11,Core,arnA,bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA,hydroxymethyl-%2C formyl- and related transferase activity|0016742||IEA,"GO:0009058,GO:0016742"
GCF_000801165.1|WP_000860398.1,1,Singleton,,ClpP-like prohead protease/major capsid protein fusion protein,serine-type endopeptidase activity|0004252||IEA,"GO:0019082,GO:0004252"
GCF_000801165.1|WP_000863205.1,4,Accessory,,non-oxidative hydroxyarylic acid decarboxylases subunit C,carboxy-lyase activity|0016831||IEA,GO:0016831
GCF_000801165.1|WP_000867146.1,11,Core,pstS,phosphate ABC transporter substrate-binding protein PstS,phosphate ion binding|0042301||IEA,"GO:0035435,GO:0042301,GO:0043190"
GCF_000801165.1|WP_000867637.1,11,Core,ypdI,colanic acid biosynthesis lipoprotein YpdI,,
GCF_000801165.1|WP_000888740.1,10,Accessory,wcaB,colanic acid biosynthesis acetyltransferase WcaB,,
GCF_000801165.1|WP_000891841.1,6,Accessory,,AraC family transcriptional regulator,"DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA","GO:0006355,GO:0003700,GO:0043565"
GCF_000801165.1|WP_000897305.1,3,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_000904136.1,9,Accessory,,RusA family crossover junction endodeoxyribonuclease,,
GCF_000801165.1|WP_000911331.1,4,Accessory,vapC,type II toxin-antitoxin system tRNA(fMet)-specific endonuclease VapC,"magnesium ion binding|0000287||IEA,RNA nuclease activity|0004540||IEA","GO:0000287,GO:0004540"
GCF_000801165.1|WP_000916333.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000917733.1,5,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_000927066.1,10,Accessory,wcaE,colanic acid biosynthesis glycosyltransferase WcaE,,
GCF_000801165.1|WP_000940106.1,11,Core,yjaG,YjaG family protein,,
GCF_000801165.1|WP_000942525.1,1,Singleton,,DNA cytosine methyltransferase,"DNA binding|0003677||IEA,DNA (cytosine-5-)-methyltransferase activity|0003886||IEA,methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006304,GO:0003677,GO:0003886,GO:0008168,GO:1904047"
GCF_000801165.1|WP_000942786.1,10,Accessory,yghD,GspM family type II secretion system protein YghD,,
GCF_000801165.1|WP_000943913.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000956868.1,3,Accessory,,ABC transporter ATP-binding protein,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","GO:0005524,GO:0016887,GO:0042626,GO:0140359"
GCF_000801165.1|WP_000968850.1,9,Accessory,ycjD,DUF559 domain-containing protein,,
GCF_000801165.1|WP_000973379.1,9,Accessory,paaH,3-hydroxyacyl-CoA dehydrogenase PaaH,3-hydroxybutyryl-CoA dehydrogenase activity|0008691||IEA,"GO:0010124,GO:0008691"
GCF_000801165.1|WP_000974855.1,1,Singleton,,prophage tail fiber N-terminal domain-containing protein,,
GCF_000801165.1|WP_000980151.1,3,Accessory,,conjugal transfer protein TraF,,
GCF_000801165.1|WP_000988693.1,3,Accessory,,PPC domain-containing DNA-binding protein,,
GCF_000801165.1|WP_000991478.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000995453.1,5,Accessory,,host-nuclease inhibitor Gam family protein,deoxyribonuclease inhibitor activity|0060703||IEA,GO:0060703
GCF_000801165.1|WP_001020381.1,10,Accessory,yqeB,selenium-dependent molybdenum cofactor biosynthesis protein YqeB,,
GCF_000801165.1|WP_001025459.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_001027503.1,4,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_001028905.1,10,Accessory,yhiM,DUF2776 domain-containing protein,,
GCF_000801165.1|WP_001033225.1,7,Accessory,ehaG,trimeric autotransporter adhesin EhaG,,
GCF_000801165.1|WP_001057752.1,11,Core,pduJ,propanediol utilization microcompartment protein PduJ,,
GCF_000801165.1|WP_001061903.1,3,Accessory,pduM,microcompartment protein PduM,,
GCF_000801165.1|WP_001065752.1,9,Accessory,ymgC,protein YmgC,,
GCF_000801165.1|WP_001079074.1,11,Core,yodB,cytochrome b,"electron transfer activity|0009055||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA","GO:0022904,GO:0009055,GO:0020037,GO:0046872,GO:0016020"
GCF_000801165.1|WP_001084075.1,4,Accessory,casA,type I-E CRISPR-associated protein Cse1/CasA,,GO:0043571
GCF_000801165.1|WP_001087147.1,9,Accessory,yidK,solute:sodium symporter family transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000801165.1|WP_001090583.1,3,Accessory,pduE,propanediol dehydratase small subunit PduE,,
GCF_000801165.1|WP_001090850.1,11,Core,rodZ,cytoskeleton protein RodZ,DNA binding|0003677||IEA,"GO:0008360,GO:0003677,GO:0016020"
GCF_000801165.1|WP_001116116.1,10,Accessory,wcaM,colanic acid biosynthesis protein WcaM,,
GCF_000801165.1|WP_001130307.1,11,Core,osmF,glycine betaine ABC transporter substrate-binding protein OsmF,transmembrane transporter activity|0022857||IEA,"GO:0031460,GO:0022857"
GCF_000801165.1|WP_001142000.1,1,Singleton,,YlcI/YnfO family protein,,
GCF_000801165.1|WP_001151139.1,6,Accessory,,DUF977 family protein,,
GCF_000801165.1|WP_001153547.1,10,Accessory,wcaF,colanic acid biosynthesis acetyltransferase WcaF,,
GCF_000801165.1|WP_001157239.1,9,Accessory,dcm,DNA-cytosine methyltransferase,,
GCF_000801165.1|WP_001159105.1,10,Accessory,betA,choline dehydrogenase,choline dehydrogenase activity|0008812||IEA,"GO:0019285,GO:0008812"
GCF_000801165.1|WP_001162704.1,11,Core,,alpha/beta hydrolase,hydrolase activity|0016787||IEA,GO:0016787
GCF_000801165.1|WP_001169551.1,3,Accessory,dagF,2-dehydro-3-deoxy-phosphogluconate aldolase,2-dehydro-3-deoxy-phosphogluconate aldolase activity|0008675||IEA,GO:0008675
GCF_000801165.1|WP_001174481.1,11,Core,yceD,23S rRNA accumulation protein YceD,,
GCF_000801165.1|WP_001178089.1,1,Singleton,,CopG family ribbon-helix-helix protein,,
GCF_000801165.1|WP_001183149.1,4,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_001189436.1,3,Accessory,,EutP/PduV family microcompartment system protein,,
GCF_000801165.1|WP_001191027.1,11,Core,yneG,DUF4186 domain-containing protein,,
GCF_000801165.1|WP_001195605.1,11,Core,thiM,hydroxyethylthiazole kinase,hydroxyethylthiazole kinase activity|0004417||IEA,"GO:0009228,GO:0004417"
GCF_000801165.1|WP_001198952.1,4,Accessory,,antirestriction protein,,
GCF_000801165.1|WP_001200891.1,10,Accessory,yeeA,FUSC family protein,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886"
GCF_000801165.1|WP_001201825.1,7,Accessory,ompT,omptin family outer membrane protease OmpT,,
GCF_000801165.1|WP_001204071.1,2,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_001205226.1,7,Accessory,,sugar phosphate isomerase/epimerase family protein,"catalytic activity|0003824||IEA,isomerase activity|0016853||IEA","GO:0003824,GO:0016853"
GCF_000801165.1|WP_001220181.1,3,Accessory,,type II toxin-antitoxin system RelE/ParE family toxin,toxin activity|0090729||IEA,"GO:0090729,GO:0110001"
GCF_000801165.1|WP_001226378.1,3,Accessory,,alpha/beta hydrolase,hydrolase activity|0016787||IEA,GO:0016787
GCF_000801165.1|WP_001227023.1,9,Accessory,uidC,glucuronide uptake porin UidC,,
GCF_000801165.1|WP_001233938.1,4,Accessory,,CRISPR-associated helicase/endonuclease Cas3,,
GCF_000801165.1|WP_001242675.1,11,Core,ycaN,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000801165.1|WP_001244670.1,2,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_001245884.1,3,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_001245988.1,4,Accessory,,CfaE/CblD family pilus tip adhesin,,
GCF_000801165.1|WP_001247860.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_001256917.1,3,Accessory,pduC,propanediol dehydratase large subunit PduC,,
GCF_000801165.1|WP_001259583.1,11,Core,flhE,flagellar protein FlhE,,GO:0044781
GCF_000801165.1|WP_001278179.1,1,Singleton,,phage tail protein,,
GCF_000801165.1|WP_001278994.1,11,Core,ygbL,aldolase,,
GCF_000801165.1|WP_001282706.1,8,Accessory,fliH,flagellar assembly protein FliH,cytoskeletal motor activity|0003774||IEA,"GO:0071973,GO:0003774,GO:0009288"
GCF_000801165.1|WP_001283490.1,11,Core,oxc,oxalyl-CoA decarboxylase,"magnesium ion binding|0000287||IEA,oxalyl-CoA decarboxylase activity|0008949||IEA,thiamine pyrophosphate binding|0030976||IEA","GO:0033611,GO:0000287,GO:0008949,GO:0030976"
GCF_000801165.1|WP_001287093.1,1,Singleton,,phage late control protein,,
GCF_000801165.1|WP_001287916.1,3,Accessory,,DUF6630 family protein,,
GCF_000801165.1|WP_001290230.1,2,Accessory,,DUF826 domain-containing protein,,
GCF_000801165.1|WP_001294589.1,1,Singleton,,putative holin,,
GCF_000801165.1|WP_001295554.1,11,Core,pnp,polyribonucleotide nucleotidyltransferase,"RNA binding|0003723||IEA,polyribonucleotide nucleotidyltransferase activity|0004654||IEA","GO:0006402,GO:0003723,GO:0004654"
GCF_000801165.1|WP_001295836.1,11,Core,tesA,multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1,lipase activity|0016298||IEA,"GO:0006629,GO:0016298"
GCF_000801165.1|WP_001296721.1,11,Core,,PTS lactose/cellobiose transporter subunit IIA,,
GCF_000801165.1|WP_001297332.1,11,Core,yfgJ,zinc ribbon domain-containing protein,,
GCF_000801165.1|WP_001297677.1,3,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_001297680.1,4,Accessory,,autotransporter outer membrane beta-barrel domain-containing protein,,GO:0019867
GCF_000801165.1|WP_001297764.1,11,Core,glcC,transcriptional regulator GlcC,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000801165.1|WP_001299172.1,4,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_001299269.1,10,Accessory,bluF,blue light-responsive regulator BluF,,
GCF_000801165.1|WP_001299290.1,8,Accessory,fliO,flagellar biosynthetic protein FliO,,"GO:0044781,GO:0016020"
GCF_000801165.1|WP_001300896.1,10,Accessory,ymiA,YmiA family putative membrane protein,,
GCF_000801165.1|WP_001301130.1,1,Singleton,yldA,small membrane protein YldA,,
GCF_000801165.1|WP_001307279.1,3,Accessory,,type II toxin-antitoxin system ParD family antitoxin,,GO:0051983
GCF_000801165.1|WP_001307500.1,9,Accessory,yjaZ,heat-shock protein C,,
GCF_000801165.1|WP_001308457.1,1,Singleton,dinQ,damage-inducible type I toxin DinQ,,
GCF_000801165.1|WP_001315775.1,9,Accessory,pbp4b,penicillin binding protein PBP4B,,
GCF_000801165.1|WP_001315905.1,9,Accessory,,O-antigen ligase family protein,"O-antigen ligase activity|0008754||IEA,O antigen polymerase activity|0008755||IEA","GO:0009103,GO:0008754,GO:0008755,GO:0005886"
GCF_000801165.1|WP_001325798.1,11,Core,ydbL,YdbL family protein,,
GCF_000801165.1|WP_001331203.1,10,Accessory,pppA,prepilin peptidase PppA,,
GCF_000801165.1|WP_001342418.1,4,Accessory,,PrgH/EprH family type III secretion apparatus protein,,"GO:0030254,GO:0030257"
GCF_000801165.1|WP_001345607.1,11,Core,ycgV,autotransporter outer membrane beta-barrel domain-containing protein,,GO:0019867
GCF_000801165.1|WP_001347941.1,11,Core,,PTS sugar transporter subunit IIC,phosphotransferase activity%2C alcohol group as acceptor|0016773||IEA,"GO:0009401,GO:0016773,GO:0005886,GO:0016020"
GCF_000801165.1|WP_001349908.1,3,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_001351355.1,11,Core,ynjE,thiosulfate sulfurtransferase YnjE,,
GCF_000801165.1|WP_001351532.1,10,Accessory,rtcA,RNA 3'-terminal phosphate cyclase,RNA-3'-phosphate cyclase activity|0003963||IEA,"GO:0006396,GO:0003963"
GCF_000801165.1|WP_001367167.1,1,Singleton,,tyrosine-type recombinase/integrase,DNA binding|0003677||IEA,"GO:0006310,GO:0015074,GO:0003677"
GCF_000801165.1|WP_001373171.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_001379157.1,3,Accessory,,ABC transporter ATP-binding protein,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","GO:0005524,GO:0016887,GO:0042626,GO:0140359"
GCF_000801165.1|WP_001384452.1,1,Singleton,yacB,type II toxin-antitoxin system toxin YacB,,
GCF_000801165.1|WP_001402361.1,10,Accessory,atoS,two-component system sensor histidine kinase AtoS,,
GCF_000801165.1|WP_001444700.1,1,Singleton,,HNH endonuclease,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA,zinc ion binding|0008270||IEA","GO:0003676,GO:0004519,GO:0008270"
GCF_000801165.1|WP_001457151.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_001458941.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_001542684.1,4,Accessory,,ASCH domain-containing protein,,
GCF_000801165.1|WP_001542941.1,5,Accessory,,glycosyltransferase family 9 protein,glycosyltransferase activity|0016757||IEA,GO:0016757
GCF_000801165.1|WP_001542943.1,3,Accessory,,diol dehydratase reactivase subunit alpha,,
GCF_000801165.1|WP_001542944.1,3,Accessory,,phosphate propanoyltransferase,,
GCF_000801165.1|WP_001542946.1,11,Core,pduP,CoA-acylating propionaldehyde dehydrogenase PduP,,
GCF_000801165.1|WP_001542948.1,11,Core,,1-propanol dehydrogenase PduQ,"alcohol dehydrogenase (NAD+) activity|0004022||IEA,iron ion binding|0005506||IEA,adenyl nucleotide binding|0030554||IEA","GO:0051144,GO:0004022,GO:0005506,GO:0030554"
